autoID,Car Park Name,Car Park Operator,Scheme Status,Part Time Award,Car Park Phone,Street 1,Street 2,Street 3,Town,County,Postcode,Physical Type,Payment Type,Number of Spaces,Disabled Spaces,Cycles,Motobike,Cars,Bus,Coach,Truck Parking Area,Monday Open,Monday Close,Monday 24,Monday Closed,Tuesday Open,Tuesday Close,Tuesday 24,Tuesday Closed,Wednesday Open,Wednesday Close,Wednesday 24,Wednesday Closed,Thursday Open,Thursday Close,Thursday 24,Thursday Closed,Friday Open,Friday Close,Friday 24,Friday Closed,Saturday Open,Saturday Close,Saturday 24,Saturday Closed,Sunday Open,Sunday Close,Sunday 24,Sunday Closed,Keywords,Long,Lat
605,Crown Point North Shopping Park,Savills,Award,FALSE,0161 336 8909,Ashton Road,,,Denton,Greater Manchester,M34 3LY,Surface-Urban,Free,800,40,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,06:00,00:00,FALSE,FALSE,06:00,00:00,FALSE,FALSE,06:00,00:00,FALSE,FALSE,06:00,00:00,FALSE,FALSE,06:00,00:00,FALSE,FALSE,06:00,22:15,FALSE,FALSE,06:00,20:00,FALSE,FALSE,Crown Point North Shopping Park,-2.117250695,53.4605646
611,Long Stay Car Park,Liverpool Airport Limited,Award,FALSE,0151 907 1703,Liverpool John Lennon Airport,,,Liverpool,Merseyside,L24 1YD,Surface-Urban,On Foot,3518,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Liverpool Town Centre  Airport,-2.85492092,53.33730833
615,Amersham Multi-Storey Car Park (Long Stay),Chiltern District Council,Award,FALSE,01494 729000,King George V Road,,,Amersham,Buckinghamshire,HP6 5AW,Multi-storey,Pay & Display,680,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-0.603366385,51.67541771
616,The Mall Maidstone,The Mall Ltd Partnership,Award,FALSE,01622 691130,Pads Hill,,,Maidstone,Kent,ME15 6AT,Multi-storey,On Foot,1000,26,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,07:00,18:00,FALSE,FALSE,07:00,18:00,FALSE,FALSE,07:00,18:00,FALSE,FALSE,07:00,20:00,FALSE,FALSE,07:00,18:00,FALSE,FALSE,07:00,18:00,FALSE,FALSE,09:00,17:30,FALSE,FALSE,the mall maidstone,0.525274983,51.27264656
617,Metro Centre Red Multi-Storey Car Park,The MetroCentre Partnership,Award,FALSE,0191 4930200,c/o Centre Management Offices,MetroCentre,,Gateshead,Tyne & Wear,NE11 9YG,Multi-storey,Free,1101,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,09:30,00:30,FALSE,FALSE,09:30,00:30,FALSE,FALSE,09:30,00:30,FALSE,FALSE,09:30,00:30,FALSE,FALSE,09:30,00:30,FALSE,FALSE,08:30,00:30,FALSE,FALSE,10:00,00:30,FALSE,FALSE,,-1.668560376,54.95764474
621,York Railway Station Short Stay Car Park,Virgin Trains East Coast ,Award,FALSE,0116 366 3611,Station Road,,,York,North Yorkshire,YO24 1AB,Surface-Urban,Pay & Display,239,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.093021771,53.95829505
622,York Railway Station Long Stay Car Park,Virgin Trains East Coast ,Award,FALSE,0116 366 3611,Station Approach,,,York,North Yorkshire,YO24 1AB,Surface-Urban,Pay & Display,611,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.093021771,53.95829505
624,Leeds Bradford International Airport - Staff Car Park (F.A.),Leeds Bradford International Airport,Award,FALSE,0113 3913232,Leeds Bradford International Airport,,,Leeds,West Yorkshire,LS19 7TU,Surface-Urban,Contract,239,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Leeds Bradford International Airport,-1.659478574,53.86903677
625,Leeds Bradford International Airport Midstay/Short stay 2,Leeds Bradford International Airport,Award,FALSE,0844 414 3204,Leeds Bradford International Airport,,,Leeds,West Yorkshire,LS19 7TU,Surface-Urban,On Foot,692,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Leeds Bradford International Airport,-1.661531,53.867943
626,Retford Station Car Park,Virgin Trains East Coast ,Award,FALSE,0116 366 3305,Station Road,,,Retford,Nottinghamshire,DN22 7DE,Surface-Urban,On Foot,81,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-0.948750963,53.31652108
629,Whitefriars Shopping Centre,Euro Car Parks Limited (Whitefriars),Award,FALSE,01227 826769,14 Gravel Walk,,,Canterbury,Kent,CT1 2TF,Multi-storey,On Foot,530,22,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,08:00,23:00,FALSE,FALSE,08:00,23:00,FALSE,FALSE,08:00,23:00,FALSE,FALSE,08:00,23:00,FALSE,FALSE,08:00,23:00,FALSE,FALSE,08:00,23:00,FALSE,FALSE,09:00,19:00,FALSE,FALSE,"whitefriars shopping centre, canterbury police station, canterbury bus station,",1.079707146,51.27667589
630,Pershore - Abbey Park Car Park,Wychavon District Council,Award,FALSE,01386 565226,Abbey Park,,,Pershore,Worcs,WR10 1JP,Surface-Urban,Pay & Display,110,4,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-2.079029,52.1086
631,Evesham - Merstow Green Car Park,Wychavon District Council,Award,FALSE,01386 565226,Merstow Green,,,Evesham,Worcestershire,WR11 4BD,Surface-Urban,Pay & Display,102,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.949937,52.09194
632,Broadway - High Street (Church Close) Car Park,Wychavon District Council,Award,FALSE,01386 565226,Church Close,,,Broadway,Worcs,WR12 7AH,Surface-Urban,Pay & Display,119,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.855407,52.03642
636,The Gates Car Park,Savills,Award,FALSE,0191 386 9363,1 Framwellgate Bridge,,,Durham,Co Durham,DH1 4SJ,Multi-storey,On Foot,206,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,21:30,FALSE,FALSE,,21:30,FALSE,FALSE,,21:30,FALSE,FALSE,,21:30,FALSE,FALSE,,21:30,FALSE,FALSE,,21:30,FALSE,FALSE,,21:30,FALSE,FALSE,"The Gates Shopping Centre, durham cathedral, durham castle, durham university, durham town centre, f",-1.578772329,54.77629546
641,The Howard Centre Car Park,Coal Pension Properties Limited,Award,FALSE,01707 320026,The Howard Centre,Church Road,,Welwyn Garden City,Hertfordshire,AL8 6HA,Multi-storey,On Foot,720,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,04:00,20:00,FALSE,FALSE,04:00,20:00,FALSE,FALSE,04:00,20:00,FALSE,FALSE,04:00,21:00,FALSE,FALSE,04:00,20:00,FALSE,FALSE,04:00,20:00,FALSE,FALSE,06:00,20:00,FALSE,FALSE,"Howard Centre, WGC Train Station, Welwyn Garden City Train Station, Welwyn Train Station, Welwyn Garden City Bus station, Welwyn Garden City Twon Centre,",-0.205231905,51.79986427
642,Q Park - QEMC - Parapatetic Car Park E,Q Park Limited,Award,FALSE,0121 426 5674,Queen Elizabeth Medical Centre,Edgbaston,,Birmingham,West Midlands,B15 2TH,Surface,Contract,50,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Queen Elizabeth Hospital, Birmingham University train station, Harborne High Street",-1.941379,52.451086
651,Claremont Road Car Park,Newcastle City Council,Award,TRUE,0191 2772542,Claremont Road,,,Newcastle-upon-Tyne,Tyne & Wear,NE2 4AN,Surface-Urban,Pay & Display,225,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,08:00,18:00,FALSE,FALSE,Queen Victoria infirmary,-1.627599362,54.98462933
652,Bradford Leisure Exchange,Savills,Award,FALSE,01274 729089,George Street,,,Bradford,West Yorkshire,BD1 5LD,Multi-storey,On Foot,1000,39,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Alhambra theatre, bradford interchange station, bradford interchange",-1.746557951,53.79170919
653,Mill Dam Car Park,South Tyneside MBC,Award,FALSE,0191 4247617,Brewery Lane,,,South Shields,Tyne & Wear,NE33 3QB,Surface-Urban,Pay & Display,172,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.440247,54.994874
654,Pier Parade Car Park,South Tyneside MBC,Award,FALSE,0191 4247617,Sea Road,,,South Shields,Tyne & Wear,NE33 2LD,Surface-Urban,Pay & Display,70,7,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.415721904,55.00036733
655,Harbour Drive North Car Park,South Tyneside MBC,Award,FALSE,0191 4247617,Harbour Drive,,,South Shields,Tyne & Wear,NE33 1LH,Surface-Urban,Pay & Display,148,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,08:00,22:00,FALSE,FALSE,08:00,22:00,FALSE,FALSE,08:00,22:00,FALSE,FALSE,08:00,22:00,FALSE,FALSE,08:00,22:00,FALSE,FALSE,08:00,22:00,FALSE,FALSE,08:00,22:00,FALSE,FALSE,,-1.42823496,55.00649265
658,Retail Park 1,APCOA Parking (UK) Limited,Award,FALSE,01506 434358,87 Almondvale South,,,Livingston,West Lothian,EH54 6HR,Surface-Urban,Free,430,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Almondvale Retail Park, The Centre, Livingston",-3.514990513,55.88375675
660,The Centre Car Park 3,APCOA Parking (UK) Limited,Award,FALSE,01506 434358,87 Almondvale South,,,Livingston,West Lothian,EH54 6HR,Surface-Urban,Free,600,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Almondvale Retail Park, The Centre, Livingston",-3.509957,55.883988
662,Pinfold Street - Bilston,Wolverhampton City Council,Award,FALSE,01902 550303,Bilston,,,Wolverhampton,West Midlands,WV3 6SQ,Surface,Free,219,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,bilston,-2.154141771,52.57952346
663,Oxford Street Car Park - Bilston,Wolverhampton City Council,Award,FALSE,01902 550303,Oxford Street,Bilston,,Wolverhampton,West Midlands,WV3 6SQ,Surface-Urban,Free,56,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,bilston,-2.154141771,52.57952346
665,Imperial War Museum North,Excel Parking Services,Award,FALSE,0114 267 8008,Trafford Wharf Road,,,Trafford,Manchester,M17 1TZ,Surface-Urban,Pay & Display,180,0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,"imperial war museum north, imperial war museum,",-2.298730545,53.46971379
666,Tothill Multi Storey,Spelthorne Borough Council,Award,FALSE,01784 446266,Elmsleigh Road,,,Staines,Middlesex,TW18 4PN,Multi-storey,Pay & Display,567,24,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,Town Centre,-0.510494723,51.43313132
667,Elmsleigh Multi Storey,Spelthorne Borough Council,Award,FALSE,01784 459355,South Street,,,Staines,Middlesex,TW18 4PH,Multi-storey,On Foot,416,16,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,07:00,19:00,FALSE,FALSE,09:00,17:00,FALSE,FALSE,elmsleigh shopping centre,-0.497369,51.418802
668,NCP Moor Park (Approach) London Underground Car Park,NCP Limited - London Underground,Award,FALSE,(none),Sandy Lodge Lane,,,Watford,Hertfordshire,HA6 2JQ,Surface-Urban,Pay & Display,112,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-0.432911267,51.62993362
669,NCP South Ruislip London Underground Station,NCP Limited - London Underground,Award,FALSE,(none),Station Approach,,,South Ruislip,Middlesex,HA4 6SA,Surface-Urban,On Foot,41,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-0.399828886,51.55542673
676,Blue Bell Hill Car Park,Tonbridge & Malling Borough Council,Award,FALSE,01732 876217,Maidstone Road,Blue Bell Hill,,Chatham,Kent,ME5 9PE,Surface-Urban,Pay & Display,270,9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"london commuter car park,",0.505866,51.335814
677,Windsor - Meadow Lane Car Park,Royal Borough of Windsor & Maidenhead,Award,FALSE,01628 796147,Meadow Lane,Eton,,Windsor,Berkshire,SL4 6BS,Surface,Pay & Display,48,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"eton town centre, eton college, eton",-0.610848,51.486815
678,Two Rivers Shopping Centre - North Car Park,Property Partners (Two Rivers) Limited,Award,FALSE,01784 493303,Two Rivers Shopping Centre,Mustard Mill Road,,Staines,Middlesex,TW18 4WB,Surface,On Foot,362,13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Two Rivers shopping centre, staines town centre, vue cinema staines, travelodge staines, waitrose st",-0.511443635,51.43580514
679,Princes Exchange Car Park,Lloyds Banking Group Plc,Award,FALSE,0131 777 7000,Riego Street,,,Edinburgh,Scotland,EH3 9BN,Underground,On Foot,140,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,06:00,22:00,FALSE,FALSE,06:00,22:00,FALSE,FALSE,06:00,22:00,FALSE,FALSE,06:00,22:00,FALSE,FALSE,06:00,22:00,FALSE,FALSE,08:00,20:00,FALSE,FALSE,09:00,20:00,FALSE,FALSE,"west end edinburgh, edinburgh city centre, lothian road, edinburgh bus routes,",-3.205179654,55.94444554
683,Wolverhampton Station Multi Storey Car Park,Virgin Trains,Award,FALSE,0161 228 4815,Station Street,,,Wolverhampton,West Midlands,WV1 1LE,Multi-storey,On Foot,320,24,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Wolverhampton Train Station,-2.107342243,52.57235615
692,University Hospital of Hartlepool,The University Hospitals of North Tees and Hartlepool NHS Trust,Award,FALSE,01429 266654,Holdforth Road,,,Hartlepool,Cleveland,TS24 9AH,Surface,Pay & Display,1000,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,University Hospital of Hartlepool,-1.2280052,54.702378
693,University Hospital of North Tees,The University Hospitals of North Tees and Hartlepool NHS Trust,Award,FALSE,01642 617617,University Hospital of North Tees,Hardwick Road,,Stockton,Cleveland,TS19 8PE,Surface,On Foot,1260,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,University Hospital of North Trees,-1.346760224,54.58293707
697,Stuart Road Car Park,Wakefield MDC,Award,FALSE,01924 306083,Stuart Road,,,Pontefract,West Yorkshire,WF8 4PQ,Surface-Urban,Pay & Display,328,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Pontefract town centre, Tescos Pontefract, Haribo Factory Pontefract, Pontefract Council Offices",-1.315115804,53.69338034
698,Central III Car Park,Wakefield MDC,Award,FALSE,01924 306083,Headlands Lane,,,Pontefract,West Yorkshire,WF8 1BB,Surface-Urban,Pay & Display,426,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Pontefract town centre, Morrisons Pontefract, Haribo Factory Pontefract, Pontefract Council Offices",-1.310734389,53.69366081
699,Newgate North Car Park,Wakefield MDC,Award,FALSE,01924 306083,Newgate,,,Pontefract,West Yorkshire,WF8 1DR,Surface-Urban,Pay & Display,39,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,pontefract town centre,-1.313600339,53.69064815
700,Newgate South Car Park,Wakefield MDC,Award,FALSE,01924 306083,Newgate,,,Pontefract,West Yorkshire,WF8 1DP,Surface-Urban,Pay & Display,132,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,pontefract town centre,-1.313791344,53.69100878
701,Cricketers Car Park,Medway Council,Award,FALSE,01634 331650,Orchard Street,,,RAINHAM,Kent,ME8 7JH,Surface,Pay & Display,97,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"church, cricketers pub",0.607547611,51.36320103
703,Newcastle Central Railway Station Long Stay Car Park,Virgin Trains East Coast ,Award,FALSE,0116 366 3573,Neville Street,,,Newcastle upon Tyne,Northumberland,NE1 5DL,Surface-Urban,On Foot,455,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.616894348,54.96829468
704,Portico Darlington Station Car Park,Virgin Trains East Coast ,Award,FALSE,0116 366 3296,Darlington Station,,,Darlington,Durham,DL1 4AA,Surface-Urban,On Foot,9,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.54648446,54.52138984
705,Station Approach - Darlington,Virgin Trains East Coast ,Award,FALSE,0116 366 3296,Station Approach,,,Darlington,Durham,DL1 4AA,Surface-Urban,On Foot,64,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.54648446,54.52138984
706,Garbutt Square Car Park - Darlington,Virgin Trains East Coast ,Award,FALSE,0116 366 3296,Victoria Road,,,Darlington,Durham,DL1 4AA,Surface-Urban,On Foot,239,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.54648446,54.52138984
707,Aykley Heads Car Park - Durham,Virgin Trains East Coast ,Award,FALSE,01163663099,Station Approach,,,Durham,Co Durham,DH1 4RB,Surface-Urban,On Foot,131,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.581633609,54.77923504
708,Executive Car Park - Durham,Virgin Trains East Coast ,Award,FALSE,01163663622,Station Approach,,,Darlington,Durham,DL1 4AA,Surface-Urban,Pay & Display,19,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.54648446,54.52138984
709,Long Stay Car Park No 1 Durham,Virgin Trains East Coast ,Award,FALSE,01163663622,Station Approach,North Road,,Durham,Co Durham,DH1 4RB,Surface-Urban,On Foot,44,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.581633609,54.77923504
710,Long Stay Car Park No 2 Durham,Virgin Trains East Coast ,Award,FALSE,0116 366 3622,Station Approach,,,Durham,Co Durham,DH1 4RB,Surface-Urban,Pay & Display,43,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.581633609,54.77923504
711,Crescent Road Car Park,Wrexham County Borough Council,Award,FALSE,01978 292042,Crescent Road,,,Wrexham,North Wales,LL13 8BG,Surface-Urban,Pay & Display,146,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,Wrexham Town centre,-2.992023475,53.04738965
713,The Bridges MSCP,Pavilion Property Trustees Ltd & Pavilion Trustees Ltd,Award,FALSE,0191 5108581,The Bridges Shopping Centre,Upper Market Square,,Sunderland,Tyne & Wear,SR1 3DR,Multi-storey,On Foot,741,38,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,07:00,23:30,FALSE,FALSE,07:00,23:30,FALSE,FALSE,07:00,23:30,FALSE,FALSE,07:00,23:30,FALSE,FALSE,07:00,23:30,FALSE,FALSE,07:30,23:30,FALSE,FALSE,10:00,23:30,FALSE,FALSE,"The Bridges shopping, sunderland winter gardens, empire cinema sunderland, empire theatre sunderland, bowling alley sunderland,  national glass centre, sunderland cetnral library and museum, central art gallery, mowbray park, sunderland railway museum, st peters church, sunderland city centre, stadium of light, sunderland football club",-1.384667516,54.90579217
714,Wilkinson Stores - Tyne & Wear,APCOA Parking (UK) Limited,Award,FALSE,0191 4787313,Wilkinson Stores,West Street,,Gateshead,Tyne & Wear,NE8 1BD,Surface,Pay & Display,220,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,"Wilkinsons Gateshead, gateshead town centre,",-1.602233648,54.95854633
719,The Mailbox Car Park,Birmingham Mailbox Management Limited,Award,FALSE,0121 632 1000,The Mailbox,"61, Wharfside Street",,Birmingham,West Midlands,B1 1XL,Multi-storey,On Foot,686,16,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.908252532,52.47854881
721,NCP Watford London Underground Station,NCP Limited - London Underground,Award,FALSE,(none),Cassiobury Park Avenue,,,Wembley,London,HD1 7LE,Surface-Urban,Pay & Display,70,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,,TRUE,FALSE,,-1.788100923,53.6471889
